Media Title,Media Link,Description,Author,Module Category,Media Type,Media Topics Covered,Language
Systems and Machine Learning with Jeff Dean,https://www.youtube.com/watch?v=PWv4ROEvqmk&ab_channel=Matroid,Machine learning systems as Presented at the Matroid Scaled Machine Learning Conference 2018.,"Jeff Dean,Matroid",Learn & Teach,"Video,Course",Machine Learning,English
Tableau,http://datascience.recursos.uoc.edu/es/tableau/,"Tableau es herramienta de visualización de datos y business intelligence que permite la representación visual de los datos, a través de una interfaz de usuario totalmente interactiva e intuitiva. ",Universitat Oberta de Catalunya,Research & Practice,Research Guide,Tableau,Spanish
Tableau Public Tutorials,https://public.tableau.com/en-us/s/resources,A resource guide from Tableau for learners to get started with Tableau.,Tableau,Learn & Teach,Tutorial,Tableau,English
Tableau Tutorials,https://intellipaat.com/blog/tutorial/tableau-tutorial/,"This Tableau tutorial for beginners will help you learn Tableau data visualization basics, so you can become a Tableau certified professional.",Intellipaat,Learn & Teach,Tutorial,Tableau,English
Talking Machines Podcast,https://www.thetalkingmachines.com/,Grasp machine learning concepts through a podcast!,"Katherine Gorman,Ryan Adams",Learn & Teach,Podcast,Machine Learning,English
Teaching Introductory Statistics to Blind Students,https://www.uncp.edu/sites/default/files/2018-02/test510.pdf,"The challenges of learning statistics, particularly distributions and their characteristics, can be potentially monumental for vision impaired and blind students. The
authors provide some practical advice for teaching these students.","Stephen M. Marson,Charles F. Harrington,Adam Walls,University of North Carolina",Learn & Teach,"Curriculum,Article or Journal,Accessibility Resources","Diversity,Accessibility & Data Science,Statistics",English
"Teaching Materials for Mathematical, QR and Statistical Skills",https://serc.carleton.edu/NICHE/teaching_materials_qr.html,"This website provides a wide array of resources on the Internet for strengthening fundamental quantitative, mathematical, statistical and computer skills.",Carleton College,Learn & Teach,Curriculum,"Math Fundamentals,Quantitative Reasoning",English
TechGuide,https://techguide.org/,"TechGuide provides actionable information to help readers make data-driven decisions on the best tech-related educational and career opportunities.

",TechGuide,Learn & Teach,Tutorial,Data Science Careers,English
Ten Simple Rules on Writing Clean and Reliable Open-Source Scientific Software,https://osf.io/rxwbn/,"This article provides important information about how to write open-source scientific software, with an eye towards accessibility.",Center for Open Science,Research & Practice,"Article or Journal,Accessibility Resources","Diversity,Accessibility & Data Science",English
TensorFlow Core Tutorial,https://www.tensorflow.org/tutorials,The TensorFlow tutorials are written as Jupyter notebooks and run directly in Google Colab—a hosted notebook environment that requires no setup. Click the Run in Google Colab button.,TensorFlow,Learn & Teach,Tutorial,Deep Learning,English
Texas Hispanic-Serving Institutions Consortium (TxHSIC),https://txhsic.org/,The Texas Hispanic-Serving Institutions Consortium holds conferences annually in the spring in Texas for the State’s HSIs.,Texas Hispanic-Serving Institutions Consortium (TxHSIC),Network & Explore,Career Resources,"Diversity,Data Science Careers",English
Text mining con R: ejemplo práctico Twitter,https://www.cienciadedatos.net/documentos/38_text_minig_con_r_ejemplo_practico_twitter,Ejemplo práctico de análisis de texto empleando datos de Twitter y lenguaje R.,JOAQUÍN AMAT RODRIGO,Research & Practice,Data Science Challenge / Project,"Natural Language Processing (NLP),R",Spanish
Text Preprocessing in Natural Language Processing,https://towardsdatascience.com/text-preprocessing-in-natural-language-processing-using-python-6113ff5decd8,Data preprocessing is an essential step in building a Machine Learning model and depending on how well the data has been preprocessed; the results are seen.,Harshith,Learn & Teach,Article or Journal,Natural Language Processing (NLP),English
The 5 Clustering Algorithms Data Scientists Need to Know,https://towardsdatascience.com/the-5-clustering-algorithms-data-scientists-need-to-know-a36d136ef68,"Clustering is a Machine Learning technique that involves the grouping of data points. Given a set of data points, we can use a clustering algorithm to classify each data point into a specific group. In theory, data points that are in the same group should have similar properties and/or features, while data points in different groups should have highly dissimilar properties and/or features. ",George Seif,Learn & Teach,Article or Journal,Data Clustering,English
The Business Case for Security,https://www.cisa.gov/publication/business-case-security,"The Business Case for Security is a resource that will help small and mid-sized businesses consider how they can sell the costs for security improvements to senior leaders and other organizational controllers of the purse strings. It provides statistical data on common physical and cybersecurity challenges, as well as suggestions for first steps and resources to assist organizations in bolstering their security postures.

",Cybersecurity & Infrastructure Security Agency (CISA),Network & Explore,Group,Cybersecurity & Privacy,English
The CARE Principles for Indigenous Data Governance,https://datascience.codata.org/articles/10.5334/dsj-2020-043/,"In this first formal publication of the CARE Principles, we articulate their rationale, describe their relation to the FAIR Principles, and present examples of their application.","Data Science Journal,Stephanie Russo Carroll",Learn & Teach,Article or Journal,Data Science for Good,English
The Gradient Magazine,https://thegradient.pub/,The Gradient is a digital magazine covering research and trends in artificial intelligence and machine learning. ,The Gradient Magazine,Research & Practice,Newsletter,"AI,Machine Learning",English
The Inquiry Project,https://inquiryproject.terc.edu/,Science curricula and professional development aligned with the NRC Science Framework for grades 3-5.,Technical Education Research Centers,Learn & Teach,Curriculum,Data Science Basics,English
The Internet of Things and Cognitive Computing,https://www.sciencedirect.com/science/article/abs/pii/S0169716116300505,"The Internet of Things (IoT) and Cognitive Computing are concepts that have been developing since the 1950s with varying nomenclature. Enabled by advances in technology such as the development of lower cost, lower power, smaller microprocessors and microcontrollers, cellular/wireless chips, and the enablement of more widespread machine-to-machine communications, IoT technologies are now more widely deployed. Advances in Artificial Intelligence (AI) and question-answering systems (Ferrucci et al., 2010, Simmons, 1970) have enabled development of cognitive computing systems which can be applied to numerous use cases. There is an opportunity to leverage IoT and cognitive computing technologies together with data analytics (http://social-innovation.hitachi.com) to develop deeper insights from the vast amount of data being created by IoT to create value for people, cities, and industry. In this chapter, we explore the state of the art and future opportunities to apply IoT and cognitive computing together in IoT uses cases for smart cities and connected healthcare, to improve efficiencies, outcomes, and the human experience.","E.W. Nichols,Florence Hudson",Research & Practice,Article or Journal,"AI,Ethics & Bias",English
The Learning Problem with Yaser Abu-Mostafa,https://www.youtube.com/watch?v=mbyG85GZ0PI&ab_channel=caltech,"Introduction; supervised, unsupervised, and reinforcement learning. Components of the learning problem. Lecture 1 of 18 of Caltech's Machine Learning Course - CS 156 by Professor Yaser Abu-Mostafa.","Yaser Abu-Mostafa,Caltech",Learn & Teach,"Video,Course","Machine Learning,AI",English
The Missing Semester of Your Computer Science Education,https://missing.csail.mit.edu/,"Learn about advanced computer science topics, from operating systems to machine learning. Master the command-line, use a powerful text editor, use fancy features of version control systems, and much more, with this series of classes developed by MIT.",Massachusetts Institute of Technology (MIT),Learn & Teach,Course,Data Science Basics,English
"The role of data science in healthcare advancements: applications, benefits, and future prospects",https://pubmed.ncbi.nlm.nih.gov/34398394/,"Data science is an interdisciplinary field that extracts knowledge and insights from many structural and unstructured data, using scientific methods, data mining techniques, machine-learning algorithms, and big data. The healthcare industry generates large datasets of useful information on patient demography, treatment plans, results of medical examinations, insurance, etc. The data collected from the Internet of Things (IoT) devices attract the attention of data scientists. Data science provides aid to process, manage, analyze, and assimilate the large quantities of fragmented, structured, and unstructured data created by healthcare systems. ","Sri Venkat Gunturi Subrahmanya,Dasharathraj K. Shetty,Vathsala Patil,B. M. Zeeshan Hameed,Rahul Paul,Komal Smiriti,Nithesh Naik,Bhaskar K. Somani,NIH",Learn & Teach,Article or Journal,"Data Science Careers,Public Health",English
